,id,tweet_text,tweet_label,claim,tweet_date,num_hashtags,hashtag_text,has_link,polarity,subjective,pos_words,neg_words,misinfo_words,debunk_words,misinfo_hashtags,debunk_hashtags,hyperpartisan,followers,verified
14,1250465497222692875,WAKING UP PERIOD IS SILVER LINING CCP take care bout woodchucks woodp,COMMENT, ,"Aug 4, 2020 @ 16:22:52.000",0,,True,positive,True,0,0,2,2,0,0,0,100,False
15,1250461730624491522,PREMIERE 8pm ET theres silver lining horrible pandemicits,COMMENT, ,"Aug 4, 2020 @ 16:22:52.000",0,,True,negative,True,0,0,1,0,0,0,0,100,False
16,1250465978732945408,like rahuleshwar many r I guess #HydroxyChloroQuine india send HCQ medicines malaysia side pakistan turkey kashmir india addition fugitive terrorist called zakir naik,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",1,HydroxyChloroQuine,False,negative,True,0,0,9,6,0,0,0,100,False
17,1250464428652285952,#HydroxyChloroQuine india send HCQ medicines malaysia side pakistan turke,IRRELEVANT, ,"Aug 4, 2020 @ 16:22:52.000",1,HydroxyChloroQuine,True,neutral,False,0,0,3,2,0,0,0,100,False
18,1250466126447820801,#Thread #WuhanVirus #COVIDー19 calculate real fatality rate judge #StatePerformance better,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",4,Thread WuhanVirus COVIDー19 StatePerformance,True,negative,True,0,0,4,3,1,1,0,100,False
19,1250465466901884929,#Thread #WuhanVirus #COVIDー19 #StatePerformance calculate real fatality course ongo,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",4,Thread WuhanVirus COVIDー19 StatePerformance,True,negative,True,0,0,3,1,1,1,0,100,False
20,1250466243024306177,I rather doubt @thewho would agree WHO fund know #WHOLiedPeopleDied #WHO,RELEVANT, ,"Aug 4, 2020 @ 16:22:52.000",2,WHOLiedPeopleDied WHO,True,neutral,False,0,0,5,3,1,1,0,100,False
21,1250466312842665984,addition nature US media democrat party PREMIERE 8pm ET theres silver lining horrible pandemicits waking world true nature communist party china @washtimess @billgertz discuss #CCPvirus origins new cold war #CCP,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",2,CCPvirus CCP,True,negative,True,0,0,14,10,2,0,0,100,False
22,1250461730624491522,PREMIERE 8pm ET theres silver lining horrible pandemicits,COMMENT, ,"Aug 4, 2020 @ 16:22:52.000",0,,True,negative,True,0,0,1,0,0,0,0,100,False
23,1250466510398722058,indepth interview ccps virus cover PREMIERE 8pm ET theres silver lining horrible pandemicits waking world true nature communist party china @washtimess @billgertz discuss #CCPvirus origins new cold war #CCP,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",2,CCPvirus CCP,True,negative,True,0,0,13,9,2,0,0,100,False
24,1250461730624491522,PREMIERE 8pm ET theres silver lining horrible pandemicits,COMMENT, ,"Aug 4, 2020 @ 16:22:52.000",0,,True,negative,True,0,0,1,0,0,0,0,100,False
25,1250466585682292736,see alone #OPENAMERICANOW #opentheworldnow coronavirus latest german easing lockdown start schools may 4 lets get lives going panic top #ChinaLiedPeopleDied #ChinaMustPay #WHO needs investigated need #OpenAmericaNow,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",6,OPENAMERICANOW opentheworldnow ChinaLiedPeopleDied ChinaMustPay WHO OpenAmericaNow,True,negative,True,0,0,12,12,4,2,0,100,False
26,1250464122065408000,coronavirus latest german easing lockdown start schools may 4 lets get lives going T,COMMENT, ,"Aug 4, 2020 @ 16:22:52.000",0,,True,positive,True,0,0,8,8,0,0,0,100,False
27,1250466911239974914,doesnt china agree pay united states pays usually pays pay pay NOTHING china tells US fulfill obligations reverse WHO defunding doesnt china fulfill obligations world come clean #ChinaLiedPeopleDied via @breitbartnews,RELEVANT, ,"Aug 4, 2020 @ 16:22:52.000",1,ChinaLiedPeopleDied,True,positive,True,0,0,16,11,1,1,0,100,False
28,1250463864078163970,china tells US fulfill obligations reverse WHO defunding doesnt china fulfill obligations,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",0,,True,positive,True,0,0,5,4,0,0,0,100,False
29,1250467381064990727,china pay part next 10 years china tells US fulfill obligations reverse WHO defunding doesnt china fulfill obligations world come clean #ChinaLiedPeopleDied via @breitbartnews,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",1,ChinaLiedPeopleDied,True,positive,True,0,0,14,10,1,1,0,100,False
30,1250463864078163970,china tells US fulfill obligations reverse WHO defunding doesnt china fulfill obligations,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",0,,True,positive,True,0,0,5,4,0,0,0,100,False
31,1250467507938435073,dont cave @POTUS WHO done america wrong @sentedcruz @lindseygrahamsc @randpaul @repratcliffe,IRRELEVANT, ,"Aug 4, 2020 @ 16:22:52.000",0,,True,negative,True,0,0,4,2,0,0,0,100,False
32,1250463864078163970,china tells US fulfill obligations reverse WHO defunding doesnt china fulfill obligations,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",0,,True,positive,True,0,0,5,4,0,0,0,100,False
33,1250467518520520707,great question humble opinion COVID19 used push globalists agenda power control,COMMENT, ,"Aug 4, 2020 @ 16:22:52.000",0,,True,positive,True,0,0,5,2,0,0,0,100,False
34,1250465492692881411,@scruten_eyes @andrewscheer @haveweallgonem1 CANADA #HYDROXYCHLOROQUINE question cure n,IRRELEVANT, ,"Aug 4, 2020 @ 16:22:52.000",1,HYDROXYCHLOROQUINE,True,neutral,False,0,0,1,2,1,0,0,100,False
35,1250467602159276032,@tmajorjames @thealphabull @laurelcoons @ourworldindata yep thought start day flashbackthe #CDC perfect either lots blame go around CDC #WHO dropped ball partisan politics ways hass fried USA #Gridlock could demise #SARSCoV2 #COVID19 #WHOLiedPeopleDied #WednesdayWisdom #bailouthumans #iPhone,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",9,CDC WHO Gridlock SARSCoV2 COVID19 WHOLiedPeopleDied WednesdayWisdom bailouthumans iPhone,True,positive,True,0,0,9,5,4,4,0,100,False
36,1250457657586089987,flashbackthe #CDC perfect either lots blame go around CDC #WHO dropped ba,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",2,CDC WHO,True,positive,True,0,0,5,2,2,2,0,100,False
37,1250468136039546880,ya thats happens lying 2 face traitorous fuck listen bastard lets slip ALL time true loyalties lie @justintrudeau elected PM canada king world WORLD er country #TrudeauMustGo #TrudeauDictatorship #NoUN #WHOLiedPeopleDied #COVID19,IRRELEVANT, ,"Aug 4, 2020 @ 16:22:52.000",5,TrudeauMustGo TrudeauDictatorship NoUN WHOLiedPeopleDied COVID19,True,negative,True,0,0,13,9,1,1,0,100,False
38,1250456373629943809,listen bastard lets slip ALL time true loyalties lie @justintrudeau,COMMENT, ,"Aug 4, 2020 @ 16:22:52.000",0,,True,positive,True,0,0,4,4,0,0,0,100,False
39,1250468315597684737,OMG didnt realize josh hammer THIS stupid wednesday reminder chinese communist party #ChinaLiedPeopleDied,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",1,ChinaLiedPeopleDied,True,negative,True,0,0,6,2,1,1,0,100,False
40,1250468440705466369,feel free get I swear god get gums wont brave youll dead tell,RELEVANT, ,"Aug 4, 2020 @ 16:22:52.000",0,,True,positive,True,0,0,6,6,0,0,0,100,False
41,1250458646116470786,@trulyexhausted NC city picture raleigh charlotte sooooooo scary #Lies,IRRELEVANT, ,"Aug 4, 2020 @ 16:22:52.000",1,Lies,True,negative,True,0,0,0,0,0,0,0,100,False
42,1250468745362862081,worth watch #WednesdayWisdom #QuarantineLife guess used term wuhan pneumonia #coronavirus #COVID19 #Trump #China #WorldHealthOrganization #WHO #WuhanVirus #WuhanCoronaVirus #StandwithHK #nnevvy #香港 tedros china stigmatized china world health organization #1,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",14,WednesdayWisdom QuarantineLife coronavirus COVID19 Trump China WorldHealthOrganization WHO WuhanVirus WuhanCoronaVirus StandwithHK nnevvy 香港 1,True,positive,True,0,0,9,7,6,7,0,100,False
43,1250464036514344963,guess used term wuhan pneumonia #coronavirus #COVID19 #Trump #China #WorldHealthOrganization #WHO,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",6,coronavirus COVID19 Trump China WorldHealthOrganization WHO,True,neutral,False,0,0,4,2,5,5,0,100,False
44,1250469261140791297,dont lock bunch every damn part china tells US fulfill obligations reverse WHO defunding doesnt china fulfill obligations world come clean #ChinaLiedPeopleDied via @breitbartnews,COMMENT, ,"Aug 4, 2020 @ 16:22:52.000",1,ChinaLiedPeopleDied,True,positive,True,0,0,12,10,1,1,0,100,False
45,1250463864078163970,china tells US fulfill obligations reverse WHO defunding doesnt china fulfill obligations,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",0,,True,positive,True,0,0,5,4,0,0,0,100,False
46,1250469347757150208,really smart people easily develop expertise new areas gates working global health initiatives,IRRELEVANT, ,"Aug 4, 2020 @ 16:22:52.000",0,,True,positive,True,0,0,8,5,0,0,0,100,False
47,1250463203521331206,must missed @billgates career switch microsoft salesman medical epidemiologist reminds ce,COMMENT, ,"Aug 4, 2020 @ 16:22:52.000",0,,True,negative,True,0,0,2,3,0,0,0,100,False
48,1250469539273474048,sanders sold quicker toilet paper endless lockdown enters 127th year good know good things still happening like humiliation people dumb enough back bernie sanders #FeelTheBern vern #GrandpaBadfinger #Biden2020 #CCPVirus #KungFlu,COMMENT, ,"Aug 4, 2020 @ 16:22:52.000",5,FeelTheBern GrandpaBadfinger Biden2020 CCPVirus KungFlu,True,positive,True,0,0,13,10,1,1,0,100,False
49,1250468863923216385,endless lockdown enters 127th year good know good things still happening like hu,COMMENT, ,"Aug 4, 2020 @ 16:22:52.000",0,,True,positive,True,0,0,9,6,0,0,0,100,False
50,1250469840470585344,THATS A MORTALITY RATE AMONG KNOWN INFECTIONS OF 003 wonder many died natural causes,COMMENT, ,"Aug 4, 2020 @ 16:22:52.000",0,,True,negative,True,0,0,3,3,0,0,0,100,False
51,1250467674217480192,9000 US #HealthcareWorkers tested positive #CCPVirus space 2 months 27 died,COMMENT, ,"Aug 4, 2020 @ 16:22:52.000",2,HealthcareWorkers CCPVirus,True,neutral,False,0,0,6,4,1,1,0,100,False
52,1250470211351982081,fake news italy denied taking #Hydroxychloroquine india stating drinking water daughters inlaw house prohibited @narendramodi @rahulgandhi @incindia,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",1,Hydroxychloroquine,False,negative,True,0,0,6,3,1,1,0,100,False
53,1250469795407048706,italy denied taking #Hydroxychloroquine india stating drinking water daughters inlaw house prohibited,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",1,Hydroxychloroquine,True,negative,True,0,0,4,1,1,1,0,100,False
54,1250471001604812801,oh delhi reports 17 new cases nice hopefully come control soon delhi reports lowest daily #ChineseVirus cases since mar 28 17 cases since yday total cases 1578 india might turner corner,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",1,ChineseVirus,False,positive,True,0,0,16,7,1,0,0,100,False
55,1250469894140747778,delhi reports lowest daily #ChineseVirus cases since mar 28 17 cases since yday total cases 1578 indi,COMMENT, ,"Aug 4, 2020 @ 16:22:52.000",1,ChineseVirus,True,negative,True,0,0,7,4,1,0,0,100,False
56,1250471128537030657,underrated stalwart many hijdas call corrupt framed underrated performer #ChineseVirus season,COMMENT, ,"Aug 4, 2020 @ 16:22:52.000",1,ChineseVirus,True,neutral,False,0,0,4,1,1,0,0,100,False
57,1250471354119438336,cut feed source pigs start squeal china tells US fulfill obligations reverse WHO defunding doesnt china fulfill obligations world come clean #ChinaLiedPeopleDied via @breitbartnews,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",1,ChinaLiedPeopleDied,True,positive,True,0,0,10,8,1,1,0,100,False
58,1250463864078163970,china tells US fulfill obligations reverse WHO defunding doesnt china fulfill obligations,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",0,,True,positive,True,0,0,5,4,0,0,0,100,False
59,1250472201993752579,THE @WHO AND CHINA china tells US fulfill obligations reverse WHO defunding doesnt china fulfill obligations world come clean #ChinaLiedPeopleDied via @breitbartnews,RELEVANT, ,"Aug 4, 2020 @ 16:22:52.000",1,ChinaLiedPeopleDied,True,positive,True,0,0,8,7,1,1,0,100,False
60,1250463864078163970,china tells US fulfill obligations reverse WHO defunding doesnt china fulfill obligations,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",0,,True,positive,True,0,0,5,4,0,0,0,100,False
61,1250472237292900352,bring pictures leader hhahaha show something united nations vs one china fricking xi jin,RELEVANT, ,"Aug 4, 2020 @ 16:22:52.000",0,,True,positive,True,0,0,6,6,0,0,0,100,False
62,1250470567964106752,chinese people stupid brainwashed xi jin pooh #China #CCPVirus #MilkTeaAlliance,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",3,China CCPVirus MilkTeaAlliance,True,negative,True,0,0,3,2,2,1,0,100,False
63,1250472363075997697,thank president trump #BestPresidentEver45 THANK YOU @realdonaldtrump watch compassion president trump #COVID19 survivor took #hydroxychloroquine secondary complication lyme disease high risk medication #HYDROXYCHLOROQUINE saved life thank god trump,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",4,BestPresidentEver45 COVID19 hydroxychloroquine HYDROXYCHLOROQUINE,True,positive,True,0,0,13,9,3,2,0,100,False
64,1250465886063878145,THANK YOU @realdonaldtrump watch compassion president trump #COVID19 survivor took,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",1,COVID19,True,positive,True,0,0,3,2,1,1,0,100,False
65,1250472472874569728,great time examine WHO funding 9000 US #HealthcareWorkers tested positive #CCPVirus space 2 months 27 died according report released april 14 @cdcgov,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",2,HealthcareWorkers CCPVirus,True,positive,True,0,0,12,8,1,1,0,100,False
66,1250467674217480192,9000 US #HealthcareWorkers tested positive #CCPVirus space 2 months 27 died,COMMENT, ,"Aug 4, 2020 @ 16:22:52.000",2,HealthcareWorkers CCPVirus,True,neutral,False,0,0,6,4,1,1,0,100,False
67,1250472570853392384,truly one A billion thank president trump @realdonaldtrump THANK YOU @realdonaldtrump watch compassion president trump #COVID19 survivor took #hydroxychloroquine secondary complication lyme disease high risk medication #HYDROXYCHLOROQUINE saved life thank god trump,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",3,COVID19 hydroxychloroquine HYDROXYCHLOROQUINE,True,positive,True,0,0,14,11,3,2,0,100,False
68,1250465886063878145,THANK YOU @realdonaldtrump watch compassion president trump #COVID19 survivor took,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",1,COVID19,True,positive,True,0,0,3,2,1,1,0,100,False
69,1250472694669168640,china get business country china tells US fulfill obligations reverse WHO defunding doesnt china fulfill obligations world come clean #ChinaLiedPeopleDied via @breitbartnews,COMMENT, ,"Aug 4, 2020 @ 16:22:52.000",1,ChinaLiedPeopleDied,True,positive,True,0,0,12,10,1,1,0,100,False
70,1250463864078163970,china tells US fulfill obligations reverse WHO defunding doesnt china fulfill obligations,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",0,,True,positive,True,0,0,5,4,0,0,0,100,False
71,1250472825854533632,im proud call @realdonaldtrump president #Trump2020 THANK YOU @realdonaldtrump watch compassion president trump #COVID19 survivor took #hydroxychloroquine secondary complication lyme disease high risk medication #HYDROXYCHLOROQUINE saved life thank god trump,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",4,Trump2020 COVID19 hydroxychloroquine HYDROXYCHLOROQUINE,True,positive,True,0,0,13,9,4,2,0,100,False
72,1250465886063878145,THANK YOU @realdonaldtrump watch compassion president trump #COVID19 survivor took,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",1,COVID19,True,positive,True,0,0,3,2,1,1,0,100,False
73,1250473441624330240,STAND FIRM PRESIDENT TRUMP china tells US fulfill obligations reverse WHO defunding doesnt china fulfill obligations world come clean #ChinaLiedPeopleDied via @breitbartnews,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",1,ChinaLiedPeopleDied,True,positive,True,0,0,8,7,1,1,0,100,False
74,1250463864078163970,china tells US fulfill obligations reverse WHO defunding doesnt china fulfill obligations,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",0,,True,positive,True,0,0,5,4,0,0,0,100,False
75,1250473734189637632,country society fools even pushing 1 #COVID19 infected territory occupies 2 #jihadis UT JK #Pakistan begging #hydroxychloroquine #IndiaFightsCorona makes even think possibility short,IRRELEVANT, ,"Aug 4, 2020 @ 16:22:52.000",5,COVID19 jihadis Pakistan hydroxychloroquine IndiaFightsCorona,False,negative,True,0,0,9,8,2,3,0,100,False
76,1250473419633618945,even pushing 1 #COVID19 infected territory occupies 2 #jihadis,IRRELEVANT, ,"Aug 4, 2020 @ 16:22:52.000",2,COVID19 jihadis,True,negative,True,0,0,5,4,1,1,0,100,False
77,1250473890981261312,oh military tribunals sweep subversives away know chinese owns democrats dems blame president #ChineseVirus china WHO dems need investigated treason dem sen murphy crisis trump china WHO,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",1,ChineseVirus,True,negative,True,0,0,14,8,1,0,0,100,False
78,1250472611793928195,know chinese owns democrats dems blame president #ChineseVirus china W,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",1,ChineseVirus,True,negative,True,0,0,7,4,1,0,0,100,False
79,1250474121588166656,give humanitarian grounds one thing I learnt lately two types people th,IRRELEVANT, ,"Aug 4, 2020 @ 16:22:52.000",0,,True,neutral,False,0,0,5,4,0,0,0,100,False
80,1250473419633618945,even pushing 1 #COVID19 infected territory occupies 2 #jihadis,IRRELEVANT, ,"Aug 4, 2020 @ 16:22:52.000",2,COVID19 jihadis,True,negative,True,0,0,5,4,1,1,0,100,False
81,1250474270230056961,I would say first stop cross border terrorism ceasefire violations let us talk even pushing 1 #COVID19 infected territory occupies 2 #jihadis UT JK #Pakistan begging #hydroxychloroquine #IndiaFightsCorona makes even think possibility short,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",5,COVID19 jihadis Pakistan hydroxychloroquine IndiaFightsCorona,False,negative,True,0,0,15,13,2,3,0,100,False
82,1250473419633618945,even pushing 1 #COVID19 infected territory occupies 2 #jihadis,IRRELEVANT, ,"Aug 4, 2020 @ 16:22:52.000",2,COVID19 jihadis,True,negative,True,0,0,5,4,1,1,0,100,False
83,1250474937774510080,early insights part work develop scientific models dashboards administrators policy,COMMENT, ,"Aug 4, 2020 @ 16:22:52.000",0,,True,neutral,False,0,0,6,3,0,0,0,100,False
84,1250465466901884929,#Thread #WuhanVirus #COVIDー19 #StatePerformance calculate real fatality course ongo,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",4,Thread WuhanVirus COVIDー19 StatePerformance,True,negative,True,0,0,3,1,1,1,0,100,False
85,1250475114560278533,would put case fatality rate 03 highest risk workers line study G,COMMENT, ,"Aug 4, 2020 @ 16:22:52.000",0,,True,negative,True,0,0,7,8,0,0,0,100,False
86,1250467674217480192,9000 US #HealthcareWorkers tested positive #CCPVirus space 2 months 27 died,COMMENT, ,"Aug 4, 2020 @ 16:22:52.000",2,HealthcareWorkers CCPVirus,True,neutral,False,0,0,6,4,1,1,0,100,False
87,1250475218197454849,major censoring untrue hide like threat #CoronavirusOutbreak IS A COVERUP F,IRRELEVANT, ,"Aug 4, 2020 @ 16:22:52.000",1,CoronavirusOutbreak,True,negative,True,0,0,3,2,0,1,0,100,False
88,1250461835393929216,worlds popular search engine google announced ban ads related #5G #coronavirus consp,COMMENT, ,"Aug 4, 2020 @ 16:22:52.000",2,5G coronavirus,True,negative,True,0,0,3,1,2,1,0,100,False
89,1250475882952744960,worst part appease others govt provide hydroxychloroquine free cost pakistan even pushing 1 #COVID19 infected territory occupies 2 #jihadis UT JK #Pakistan begging #hydroxychloroquine #IndiaFightsCorona makes even think possibility short,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",5,COVID19 jihadis Pakistan hydroxychloroquine IndiaFightsCorona,False,negative,True,0,0,13,11,2,3,0,100,False
90,1250473419633618945,even pushing 1 #COVID19 infected territory occupies 2 #jihadis,IRRELEVANT, ,"Aug 4, 2020 @ 16:22:52.000",2,COVID19 jihadis,True,negative,True,0,0,5,4,1,1,0,100,False
91,1250476465361244162,yes average year many also test positive whatever flu season yesmany work,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",0,,True,positive,True,0,0,9,6,0,0,0,100,False
92,1250467674217480192,9000 US #HealthcareWorkers tested positive #CCPVirus space 2 months 27 died,COMMENT, ,"Aug 4, 2020 @ 16:22:52.000",2,HealthcareWorkers CCPVirus,True,neutral,False,0,0,6,4,1,1,0,100,False
93,1250476753446776832,great man @realdonaldtrump wonder democrats rinos hate hed rather save lives th,RELEVANT, ,"Aug 4, 2020 @ 16:22:52.000",0,,True,positive,True,0,0,7,2,0,0,0,100,False
94,1250465886063878145,THANK YOU @realdonaldtrump watch compassion president trump #COVID19 survivor took,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",1,COVID19,True,positive,True,0,0,3,2,1,1,0,100,False
95,1250477066937458688,china guilty china tells US fulfill obligations reverse WHO defunding doesnt china fulfill obligations world come clean #ChinaLiedPeopleDied via @breitbartnews,RELEVANT, ,"Aug 4, 2020 @ 16:22:52.000",1,ChinaLiedPeopleDied,True,positive,True,0,0,9,8,1,1,0,100,False
96,1250463864078163970,china tells US fulfill obligations reverse WHO defunding doesnt china fulfill obligations,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",0,,True,positive,True,0,0,5,4,0,0,0,100,False
97,1250477912937115649,coincidence I dont think @chuckwoolery @4REDD4 thank @realdonaldtrump #ChinaLiedPeopleDied,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",1,ChinaLiedPeopleDied,True,positive,True,0,0,4,2,1,1,0,100,False
98,1250478022613962753,computers primary area expertise anybody troubles pcs getting hacked crashed,COMMENT, ,"Aug 4, 2020 @ 16:22:52.000",0,,True,negative,True,0,0,1,1,0,0,0,100,False
99,1250471971420278786,microsoft word still hasnt fully debugged 36 years since initial release I really,COMMENT, ,"Aug 4, 2020 @ 16:22:52.000",0,,True,neutral,False,0,0,4,5,0,0,0,100,False
100,1250478462822952960,I agree also deserve answers WHO transparent especially relation virus @davidmakali1 @realdonaldtrump @WHO thanks narrative change cant change even biden china @WHO messed handling #ChineseVirus trump giving USA european position new world order see china allies get pressure europe USA detrimental china economically,COMMENT, ,"Aug 4, 2020 @ 16:22:52.000",1,ChineseVirus,False,positive,True,0,0,21,15,1,0,0,100,False
101,1250454321889775619,@davidmakali1 @realdonaldtrump @WHO thanks narrative change cant change even biden china amp @WHO,COMMENT, ,"Aug 4, 2020 @ 16:22:52.000",0,,True,positive,True,0,0,8,5,0,0,0,100,False
102,1250479308092649477,got right hydrooxychloroquine cure antiamerican globalist media assets calling #Hydroxychloroquine false hope means REAL hope #StormIsUponUs #GabPost 1,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",3,Hydroxychloroquine StormIsUponUs GabPost,True,positive,True,0,0,11,7,1,1,0,100,False
103,1250478897914884096,antiamerican globalist media assets calling #Hydroxychloroquine false hope means REAL hope,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",1,Hydroxychloroquine,True,positive,True,0,0,7,4,1,1,0,100,False
104,1250479554310758400,agree underrated performer #ChineseVirus season,COMMENT, ,"Aug 4, 2020 @ 16:22:52.000",1,ChineseVirus,False,positive,True,0,0,2,0,1,0,0,100,False
105,1250479623080685568,one saw THAT coming A #Florida man arrested suspicion committing 2nddegree murder one day released jail fears #CCPVirus could spread correctional facilities authorities said,MISINFO, ,"Aug 4, 2020 @ 16:22:52.000",2,Florida CCPVirus,True,negative,True,0,0,11,7,1,2,0,100,False
106,1250479018467524609,A #Florida man arrested suspicion committing 2nddegree murder one day released,COMMENT, ,"Aug 4, 2020 @ 16:22:52.000",1,Florida,True,negative,True,0,0,5,1,0,1,0,100,False
107,1250479708229324801,please please please shut pelosi killing americans nancy pelosi would rather oppose president trump acknowledge working american people #ChinaLiedPeopleDied,RELEVANT, ,"Aug 4, 2020 @ 16:22:52.000",1,ChinaLiedPeopleDied,True,positive,True,0,0,15,10,1,1,0,100,False
